MODE 1 FREQ 15.6326 REDMASS 7.0776
1 1 15 -0.01111
2 1 15 0.03669
3 1 15 -0.00678
1 2 8 0.01008
2 2 8 -0.00168
3 2 8 0.05251
1 3 8 -0.01618
2 3 8 0.07205
3 3 8 0.00970
1 4 8 -0.02819
2 4 8 0.08505
3 4 8 -0.03007
1 5 8 -0.00810
2 5 8 -0.01882
3 5 8 -0.06293
1 6 6 0.00948
2 6 6 0.01378
3 6 6 -0.12517
1 7 6 0.00511
2 7 6 0.05414
3 7 6 -0.10767
1 8 6 -0.01086
2 8 6 0.02447
3 8 6 -0.06896
1 9 1 0.01847
2 9 1 -0.03242
3 9 1 -0.15876
1 10 1 -0.02690
2 10 1 -0.00451
3 10 1 -0.08163
1 11 1 -0.00549
2 11 1 0.03049
3 11 1 -0.04566
1 12 6 -0.00040
2 12 6 -0.05424
3 12 6 0.09649
1 13 1 -0.00060
2 13 1 -0.04173
3 13 1 0.05170
1 14 1 -0.01713
2 14 1 -0.02301
3 14 1 0.13712
1 15 7 -0.00142
2 15 7 -0.04677
3 15 7 0.08046
1 16 6 0.01678
2 16 6 -0.07294
3 16 6 0.04123
1 17 6 -0.01977
2 17 6 -0.01714
3 17 6 0.10273
1 18 8 0.03237
2 18 8 -0.10109
3 18 8 0.02000
1 19 6 0.01550
2 19 6 -0.06224
3 19 6 0.02825
1 20 6 -0.01974
2 20 6 -0.01216
3 20 6 0.08216
1 21 8 -0.03479
2 21 8 0.00386
3 21 8 0.13701
1 22 6 0.03188
2 22 6 -0.08004
3 22 6 -0.00347
1 23 6 -0.00247
2 23 6 -0.03264
3 23 6 0.04777
1 24 6 -0.03710
2 24 6 0.01565
3 24 6 0.09927
1 25 6 0.03036
2 25 6 -0.06481
3 25 6 -0.01242
1 26 6 -0.00340
2 26 6 -0.02308
3 26 6 0.03240
1 27 6 -0.03777
2 27 6 0.02021
3 27 6 0.07937
1 28 6 0.01285
2 28 6 -0.03459
3 28 6 0.00706
1 29 6 -0.02091
2 29 6 -0.00092
3 29 6 0.04396
1 30 6 0.01079
2 30 6 -0.01301
3 30 6 0.00249
1 31 6 -0.02109
2 31 6 -0.00095
3 31 6 0.01762
1 32 6 0.02451
2 32 6 -0.00270
3 32 6 -0.00146
1 33 6 -0.00575
2 33 6 -0.00245
3 33 6 0.00234
1 34 6 -0.03582
2 34 6 0.00114
3 34 6 0.00838
1 35 6 0.02289
2 35 6 0.01384
3 35 6 -0.00955
1 36 6 -0.00695
2 36 6 0.00761
3 36 6 -0.01262
1 37 6 -0.03658
2 37 6 0.00433
3 37 6 -0.01294
1 38 6 0.00717
2 38 6 0.01697
3 38 6 -0.01713
1 39 6 -0.02222
2 39 6 0.00877
3 39 6 -0.02220
1 40 6 0.00598
2 40 6 0.03094
3 40 6 -0.02773
1 41 6 -0.02335
2 41 6 0.01192
3 41 6 -0.04422
1 42 8 0.01669
2 42 8 0.04678
3 42 8 -0.02297
1 43 7 -0.00918
2 43 7 0.02280
3 43 7 -0.04499
1 44 8 -0.03567
2 44 8 0.00568
3 44 8 -0.06065
1 45 1 0.04583
2 45 1 -0.10404
3 45 1 -0.02027
1 46 1 -0.05047
2 46 1 0.03329
3 46 1 0.12749
1 47 1 0.04357
2 47 1 -0.07868
3 47 1 -0.03710
1 48 1 -0.05197
2 48 1 0.04208
3 48 1 0.09340
1 49 1 0.03714
2 49 1 -0.00501
3 49 1 0.00394
1 50 1 -0.04717
2 50 1 -0.00142
3 50 1 0.01551
1 51 1 0.03423
2 51 1 0.02308
3 51 1 -0.01155
1 52 1 -0.04866
2 52 1 0.00421
3 52 1 -0.02179
1 53 1 0.02053
2 53 1 0.06412
3 53 1 -0.14338
1 54 1 0.01710
2 54 1 0.04793
3 54 1 -0.15130
1 55 1 -0.02009
2 55 1 0.05651
3 55 1 -0.03962
1 56 1 0.01738
2 56 1 -0.10374
3 56 1 0.11237
1 57 6 0.02277
2 57 6 -0.07077
3 57 6 0.05110
1 58 6 0.01304
2 58 6 -0.09018
3 58 6 0.09894
1 59 1 0.02598
2 59 1 -0.14418
3 59 1 0.10177
1 60 1 -0.00502
2 60 1 -0.07373
3 60 1 0.14747
1 61 6 -0.00040
2 61 6 0.09966
3 61 6 -0.11980
1 62 1 0.01730
2 62 1 0.12834
3 62 1 -0.03436
1 63 1 -0.01280
2 63 1 0.01607
3 63 1 -0.15334
1 64 7 0.00147
2 64 7 0.07106
3 64 7 -0.09514
1 65 6 -0.02125
2 65 6 0.04642
3 65 6 -0.10040
1 66 6 0.02536
2 66 6 0.07813
3 66 6 -0.07170
1 67 8 -0.03909
2 67 8 0.03862
3 67 8 -0.12342
1 68 6 -0.01965
2 68 6 0.03293
3 68 6 -0.07501
1 69 6 0.02606
2 69 6 0.05776
3 69 6 -0.05345
1 70 8 0.04200
2 70 8 0.09953
3 70 8 -0.06708
1 71 6 -0.04111
2 71 6 0.01651
3 71 6 -0.07142
1 72 6 0.00368
2 72 6 0.03693
3 72 6 -0.05357
1 73 6 0.04884
2 73 6 0.06159
3 73 6 -0.03259
1 74 6 -0.04032
2 74 6 0.00797
3 74 6 -0.04261
1 75 6 0.00484
2 75 6 0.02081
3 75 6 -0.03169
1 76 6 0.05049
2 76 6 0.03939
3 76 6 -0.01748
1 77 6 -0.01812
2 77 6 0.01227
3 77 6 -0.02029
1 78 6 0.02905
2 78 6 0.01485
3 78 6 -0.02072
1 79 6 -0.01773
2 79 6 0.00964
3 79 6 0.01623
1 80 6 0.03068
2 80 6 -0.01782
3 80 6 -0.01321
1 81 6 -0.04087
2 81 6 0.02732
3 81 6 0.05299
1 82 6 0.00722
2 82 6 -0.01220
3 82 6 0.01224
1 83 6 0.05431
2 83 6 -0.05456
3 83 6 -0.03116
1 84 6 -0.03946
2 84 6 0.01946
3 84 6 0.08202
1 85 6 0.00844
2 85 6 -0.02927
3 85 6 0.03369
1 86 6 0.05560
2 86 6 -0.07988
3 86 6 -0.01804
1 87 6 -0.01508
2 87 6 -0.01094
3 87 6 0.07107
1 88 6 0.03292
2 88 6 -0.06486
3 88 6 0.01682
1 89 6 -0.01391
2 89 6 -0.02161
3 89 6 0.10157
1 90 6 0.03464
2 90 6 -0.08872
3 90 6 0.03315
1 91 8 -0.03297
2 91 8 0.00190
3 91 8 0.14365
1 92 7 0.01124
2 92 7 -0.06278
3 92 7 0.07866
1 93 8 0.05553
2 93 8 -0.12997
3 93 8 0.00878
1 94 1 -0.05881
2 94 1 0.01220
3 94 1 -0.08935
1 95 1 0.06552
2 95 1 0.08064
3 95 1 -0.02927
1 96 1 -0.05717
2 96 1 -0.00334
3 96 1 -0.03993
1 97 1 0.06908
2 97 1 0.04401
3 97 1 -0.00048
1 98 1 -0.06072
2 98 1 0.04974
3 98 1 0.06155
1 99 1 0.07236
2 99 1 -0.06824
3 99 1 -0.05909
1 100 1 -0.05751
2 100 1 0.03570
3 100 1 0.11255
1 101 1 0.07472
2 101 1 -0.11050
3 101 1 -0.03431
1 102 1 0.03987
2 102 1 -0.08288
3 102 1 0.00344
1 103 1 -0.00672
2 103 1 0.17661
3 103 1 -0.18967
1 104 1 0.02392
2 104 1 -0.09640
3 104 1 0.06454
1 105 1 0.00112
2 105 1 0.09415
3 105 1 -0.08964
MODE 2 FREQ 24.0955 REDMASS 7.5553
1 1 15 -0.00929
2 1 15 0.07139
3 1 15 0.08225
1 2 8 -0.02210
2 2 8 0.07832
3 2 8 0.06445
1 3 8 -0.01786
2 3 8 0.06685
3 3 8 0.07086
1 4 8 0.00002
2 4 8 0.04255
3 4 8 0.09710
1 5 8 0.00682
2 5 8 0.09573
3 5 8 0.09779
1 6 6 -0.04564
2 6 6 0.06004
3 6 6 0.10557
1 7 6 -0.04976
2 7 6 0.00288
3 7 6 0.04141
1 8 6 0.02061
2 8 6 -0.00568
3 8 6 0.00489
1 9 1 -0.03204
2 9 1 0.08666
3 9 1 0.12550
1 10 1 0.04704
2 10 1 0.01238
3 10 1 0.01668
1 11 1 0.04532
2 11 1 0.00401
3 11 1 0.00880
1 12 6 -0.00951
2 12 6 0.17086
3 12 6 0.17398
1 13 1 -0.06427
2 13 1 0.17960
3 13 1 0.18390
1 14 1 -0.01121
2 14 1 0.18844
3 14 1 0.19211
1 15 7 -0.00038
2 15 7 0.11172
3 15 7 0.11322
1 16 6 0.00316
2 16 6 0.08289
3 16 6 0.08394
1 17 6 0.00359
2 17 6 0.09026
3 17 6 0.09138
1 18 8 -0.00139
2 18 8 0.10299
3 18 8 0.10428
1 19 6 0.01046
2 19 6 0.03447
3 19 6 0.03460
1 20 6 0.00973
2 20 6 0.03811
3 20 6 0.03825
1 21 8 0.00139
2 21 8 0.11659
3 21 8 0.11804
1 22 6 0.01266
2 22 6 0.01194
3 22 6 0.01171
1 23 6 0.01249
2 23 6 0.01650
3 23 6 0.01626
1 24 6 0.01145
2 24 6 0.01676
3 24 6 0.01657
1 25 6 0.01612
2 25 6 -0.02225
3 25 6 -0.02308
1 26 6 0.01596
2 26 6 -0.01951
3 26 6 -0.02048
1 27 6 0.01519
2 27 6 -0.02138
